2021-04-04,18
2021-02-12,45
2021-02-24,37
2021-02-10,41
2021-02-25,38
2020-12-18,50
2021-01-04,49
2021-02-08,24
2021-02-15,52
2021-01-28,41
2021-02-18,51
2020-12-29,40
2020-12-01,41
2021-03-13,14
2021-03-30,35
2021-01-14,61
2020-12-25,23
2021-02-06,20
2021-01-19,46
2020-12-22,50
2020-12-21,55
2020-12-10,30
2021-03-21,18
2021-01-30,35
2021-03-16,30
2021-01-09,22
2020-10-06,76
2020-12-28,37
2021-01-22,69
2020-12-09,53
2021-01-23,24
2021-03-15,21
2021-01-13,46
2021-02-13,14
2020-12-07,29
2021-01-12,46
2020-11-10,70
2020-10-30,40
2020-11-01,47
2020-11-06,30
2020-12-02,50
2020-11-22,31
2020-12-26,26
2021-01-05,77
2021-01-02,36
2020-12-23,60
2021-01-01,35
2020-12-14,58
2020-12-31,46
2020-12-30,57
2020-10-14,54
2021-01-11,47
2020-12-08,30
2020-12-24,24
2020-10-31,17
2020-12-06,35
2020-11-25,42
2020-10-18,30
2020-11-23,48
2020-11-11,40
2020-10-15,48
2020-11-20,48
2020-11-21,21
2020-11-09,62
2020-10-12,57
2020-12-04,42
2020-10-27,36
2021-01-07,52
2020-11-30,47
2020-12-17,48
2020-11-14,28
2020-09-30,38
2020-11-12,33
2020-11-28,16
2020-12-15,53
2020-09-18,50
2020-11-27,31
2020-11-24,48
2020-12-20,33
2020-10-29,27
2020-12-16,51
2020-11-17,46
2020-10-22,35
2020-12-11,47
2020-09-21,56
2020-11-02,35
2020-10-23,53
2020-12-19,26
2020-11-04,35
2020-10-08,39
2020-11-19,31
2020-12-05,28
2020-12-12,29
2020-09-24,66
2020-11-16,51
2020-10-04,44
2020-08-24,42
2020-11-18,57
2020-10-11,27
2020-10-26,42
2020-10-25,21
2020-10-09,47
2020-09-28,49
2020-11-03,31
2020-10-07,63
2020-11-08,43
2020-10-20,42
2020-11-13,42
2020-09-07,41
2020-09-22,49
2020-11-29,28
2020-12-13,14
2020-10-01,43
2020-10-24,26
2020-10-13,67
2020-11-07,20
2020-08-19,31
2020-10-19,41
2020-09-04,37
2020-09-11,40
2020-09-10,42
2020-08-23,39
2020-10-05,57
2020-09-08,51
2020-09-16,59
2020-11-05,34
2020-10-02,48
2020-09-20,36
2020-10-16,50
2020-08-02,30
2020-08-28,41
2020-08-25,39
2020-09-14,40
2020-09-02,34
2020-09-09,52
2020-10-10,27
2020-10-21,54
2020-09-26,19
2020-09-23,59
2020-09-13,26
2020-07-22,43
2020-09-12,23
2020-09-29,62
2020-09-27,25
2020-10-28,24
2020-10-03,28
2020-08-29,27
2020-08-30,26
2020-10-17,31
2020-09-03,41
2020-06-22,33
2020-08-22,27
2020-08-04,58
2020-09-06,27
2020-09-15,36
2020-08-17,29
2020-07-19,37
2020-09-17,39
2020-08-18,57
2020-08-26,40
2020-09-19,13
2020-08-31,29
2020-08-11,48
2020-08-12,58
2020-08-10,38
2020-07-31,45
2020-06-15,29
2020-08-06,65
2020-09-01,30
2020-07-26,23
2020-08-21,50
2020-07-09,36
2020-08-20,40
2020-07-28,49
2020-08-27,34
2020-03-25,54
2020-08-16,21
2020-08-09,32
2020-08-14,46
2020-09-25,43
2020-08-07,41
2020-09-05,20
2020-07-15,36
2020-07-11,23
2020-07-29,56
2020-07-25,14
2020-06-09,28
2020-07-13,29
2020-07-05,36
2020-06-27,29
2020-07-12,19
2020-08-13,34
2020-08-03,40
2020-04-17,58
2020-07-08,38
2020-07-30,53
2020-07-16,30
2020-07-20,58
2020-07-27,35
2020-08-05,52
2020-06-30,48
2020-06-28,19
2020-07-02,28
2020-06-23,31
2020-04-18,26
2020-07-23,36
2020-07-24,35
2020-05-12,64
2020-05-31,21
2020-05-18,49
2020-08-01,16
2020-04-19,37
2020-07-14,45
2020-07-03,37
2020-06-06,27
2020-06-04,46
2020-06-29,40
2020-06-21,34
2020-06-13,16
2020-07-21,43
2020-06-26,43
2020-06-24,46
2020-07-17,31
2020-03-18,54
2020-08-08,14
2020-05-19,49
2020-07-07,39
2020-07-10,24
2020-06-07,23
2020-06-25,30
2020-05-11,35
2020-06-05,40
2020-05-04,51
2020-05-27,44
2020-07-06,36
2020-06-03,50
2020-05-17,33
2020-07-04,20
2020-02-28,16
2020-05-28,58
2020-05-02,25
2020-06-01,31
2020-05-14,66
2020-08-15,16
2020-06-16,41
2020-07-18,22
2020-04-26,36
2020-05-21,47
2020-06-14,30
2020-03-27,78
2020-05-05,56
2020-06-12,23
2020-05-25,27
2020-05-08,38
2020-06-18,28
2020-05-24,31
2020-06-02,45
2020-06-20,20
2020-05-13,61
2020-05-29,37
2020-04-04,38
2020-06-10,31
2020-03-24,48
2020-06-17,33
2020-04-28,55
2020-07-01,44
2020-05-20,48
2020-04-23,45
2020-06-19,27
2020-04-20,40
2020-05-22,39
2020-03-21,31
2020-04-12,31
2020-05-30,12
2020-05-06,35
2020-06-08,32
2020-05-26,40
2020-03-14,15
2020-05-03,44
2020-05-15,40
2020-04-13,54
2020-05-07,50
2020-04-03,48
2020-04-01,38
2020-06-11,32
2020-03-23,35
2020-03-05,9
2020-03-22,25
2020-04-16,57
2020-04-06,42
2020-04-30,40
2020-04-29,42
2020-04-09,51
2020-05-01,48
2020-03-19,31
2020-04-27,44
2020-04-02,44
2020-03-31,65
2020-03-30,40
2020-05-23,20
2020-05-16,29
2020-05-10,37
2020-04-14,43
2020-03-26,50
2020-04-05,17
2020-04-10,38
2020-04-24,38
2020-04-07,46
2020-03-07,8
2020-03-20,33
2020-04-22,41
2020-04-08,39
2020-03-17,39
2020-03-16,31
2020-03-29,24
2020-04-21,49
2020-03-10,12
2020-04-11,21
2020-04-25,31
2020-04-15,59
2020-03-13,26
2020-02-25,7
2020-03-12,30
2020-03-15,19
2020-02-27,4
2020-03-28,25
2020-05-09,12
2020-03-01,10
2020-03-06,7
2020-03-08,5
2020-03-11,17
2020-02-18,2
2020-02-29,6
2020-03-03,12
2020-02-20,4
2020-03-02,4
2020-02-26,2
2020-03-04,12
2020-02-21,3
2020-02-17,3
2020-02-19,2
2020-02-11,1
2020-03-09,3
2020-02-15,3
2020-02-16,1
2020-02-23,1
2020-02-13,1
